Component ID,Component Type,Component Age,Component Specifications,Maintenance Activity,Maintenance Duration,Temperature,Vibration,Pressure,Voltage,Failure Causes,Humidity,Failure History,Maintenance Cost,Rainfall,Mean Time to Repair
C569,Cooling Fan,6,1500 RPM,['p1'],7,38.1,0.1,1019,24,Overloading,60,"['F2', 'F4']",9188,0.3,7
C570,Signaling,4,24 V,['p2'],5,36.7,0.4,1012,24,Mechanical Faults,58,['F2'],7418,0.5,6
C571,Battery,5,48 V,"['p1', 'c2']",8,38.1,0.3,1012,24,Wear and Tear,62,"['F1', 'F2', 'F3', 'F4']",6314,0.9,7
C572,Motor,9,10 kW,"['p1', 'p3']",1,32.7,0.3,1020,24,Fatigue,56,['F2'],9017,0.7,3
C573,Fuse,7,,"['c3', 'p2']",7,27.2,0.5,1020,24,Overloading,55,"['F1', 'F2']",6071,0.9,1
C574,Cylinder,10,150 mm,"['c2', 'p1', 'p3']",3,34,0.4,1012,24,Corrosion,58,['F4'],10359,0.7,5
C575,Relay,2,Electromagnetic,"['p2', 'c2', 'p1']",7,33.1,0.2,1012,24,Overloading,66,"['F2', 'F3', 'F4']",8339,0.1,4
C576,Motor,5,20 kW,['p1'],3,30.6,0.4,1019,24,Overloading,62,"['F1', 'F2', 'F3', 'F4']",11601,0.4,10
C577,Component Type,3,,"['p1', 'p3', 'c2']",3,35,0.1,1018,24,Electrical Faults,63,"['F2', 'F3', 'F4']",7009,0.1,6
C578,Brake Pad,1,Composite,['c1'],4,38.7,0.1,1018,24,Corrosion,66,"['F1', 'F2', 'F3']",9383,0.7,3
C579,Insulator,5,Porcelain,"['p2', 'c3']",8,29.4,0.4,1020,24,Mechanical Faults,66,['F1'],9219,0.7,2
C580,Battery,5,,"['p2', 'p3']",4,26.9,0.5,1014,24,Fatigue,56,"['F1', 'F2', 'F4']",5632,0.8,5
C581,Track,4,Narrow Gauge,"['p3', 'c1', 'c3']",6,23.5,0.2,1016,24,Wear and Tear,66,"['F1', 'F2', 'F3', 'F4']",7112,0.9,5
C582,Pantograph,3,Copper,"['c3', 'p3', 'p1']",4,39.7,0.5,1020,24,Lack of Lubrication,65,"['F2', 'F3']",8944,0.4,7
C583,Transformer,9,1000 KVA,"['c1', 'p3', 'p2']",1,29.4,0.3,1010,24,Fatigue,65,"['F1', 'F2', 'F3', 'F4']",6456,0.8,4
C584,Controller,10,48 V,"['p1', 'c2']",8,33.4,0.5,1015,24,Overloading,59,['F4'],5991,0.3,10
C585,Gasket,9,Asbestos,"['c3', 'c1', 'p1']",6,37.4,0.1,1015,24,Lack of Lubrication,57,['F2'],11200,0.3,8
C586,Bogie,8,300 tons,"['c3', 'c1', 'p1']",2,27.4,0.1,1020,24,Lack of Lubrication,66,['F2'],10517,0.3,3
C587,Track,7,Broad Gauge,['c3'],7,23.9,0.5,1020,24,Corrosion,57,"['F1', 'F2', 'F3', 'F4']",5622,0.1,10
C588,Cooling Fan,1,1500 RPM,"['c1', 'p1', 'p2']",2,31.1,0.2,1016,24,Corrosion,56,['F1'],9516,0.9,5
C589,Engine,10,500 HP,['c3'],2,32.4,0.2,1010,24,Wear and Tear,61,"['F2', 'F3']",7643,0.5,4
C590,Seal,4,Carbon,"['p3', 'p2']",7,27.7,0.2,1020,24,Wear and Tear,56,['F2'],8585,0.8,5
C591,Engine,7,Diesel Engine,"['p1', 'c3']",2,36.6,0.5,1010,24,Wear and Tear,56,"['F1', 'F2', 'F3']",5501,0.5,2
C592,Coupler,2,Automatic,"['p2', 'p3']",4,39.1,0.1,1010,24,Wear and Tear,62,['F3'],6239,0.1,9
C593,Panel,9,IP65,"['c2', 'c1']",8,25.7,0.1,1013,24,Fatigue,56,"['F1', 'F2', 'F3', 'F4']",9033,0.9,7
C594,Bogie,10,300 tons,['p2'],2,39,0.4,1016,24,Wear and Tear,59,"['F1', 'F2', 'F3', 'F4']",9341,0.8,7
C595,Battery,4,48 V,"['c2', 'c1', 'p3']",6,37.5,0.4,1015,24,Mechanical Faults,57,['F4'],7295,0.9,1
C596,Panel,2,,['p1'],1,27.9,0.3,1010,24,Overloading,65,"['F1', 'F2', 'F3', 'F4']",5659,0.8,2
C597,Charger,10,100 V AC,"['p3', 'c1', 'p2']",7,24.4,0.4,1019,24,Fatigue,55,"['F1', 'F3']",10197,0.5,8
C598,Chain,5,20 mm,['p2'],8,23.5,0.3,1014,24,Corrosion,57,"['F1', 'F2', 'F3', 'F4']",10461,0.2,4
C599,Air Compressor,5,500 l,['p3'],4,32.2,0.4,1013,24,Wear and Tear,59,"['F2', 'F4']",10603,0.1,6
C600,Doors,2, Steel,"['p3', 'c3', 'p2']",1,23.4,0.2,1020,24,Electrical Faults,60,"['F1', 'F3', 'F4']",5957,0.7,9
C601,Fuse,5,100 A,"['p2', 'c2']",3,37.4,0.4,1018,24,Corrosion,57,"['F1', 'F3', 'F4']",8893,0.2,3
C602,Relay,7,Electrical,"['p2', 'p3']",7,35,0.5,1014,24,Corrosion,60,"['F1', 'F2', 'F3', 'F4']",9569,0.4,2
C603,Filter,9,Air Filter,"['p2', 'c3', 'c2']",8,36.6,0.3,1018,24,Corrosion,63,"['F2', 'F4']",7960,0.1,9
C604,Signaling,8,24 V,"['c3', 'p3', 'c1']",7,35.9,0.3,1013,24,Overloading,62,"['F1', 'F3']",11246,0.6,6
C605,Panel,10,,"['p3', 'c1', 'c2']",8,27.7,0.3,1020,24,Corrosion,56,['F4'],5516,0.3,6
C606,Relay,9,Magnetic,"['c3', 'p2']",5,31.2,0.1,1020,24,Corrosion,61,['F4'],9967,0.5,6
C607,Switch,2,Toggle,"['c2', 'p3']",2,35,0.5,1019,24,Corrosion,56,['F4'],7605,0.6,5
C608,Horn,4,200 db,"['c3', 'c2']",1,24.3,0.4,1020,24,Corrosion,56,"['F1', 'F3', 'F4']",8109,0.8,4
C609,Engine,8,4 Stroke,"['c2', 'c3', 'p2']",6,24.9,0.4,1020,24,Fatigue,59,"['F1', 'F3']",8236,0.6,5
C610,Converter,1,220 V,"['c2', 'p2', 'c3']",3,38.4,0.2,1019,24,Corrosion,62,['F2'],5721,0.7,8
C611,Resistor,1,50 ohms,"['c3', 'c1']",3,34.8,0.4,1012,24,Wear and Tear,61,"['F1', 'F2', 'F4']",11864,0.9,7
C612,Heat Exchanger,4,Cooling capacity 10000 BTU,['p3'],4,31.6,0.5,1017,24,Mechanical Faults,64,"['F1', 'F2', 'F3', 'F4']",8242,0.5,10
C613,Coupler,9,Manual,"['p2', 'c2', 'p1']",8,37.4,0.1,1017,24,Lack of Lubrication,56,"['F1', 'F2', 'F3', 'F4']",11461,0.6,1
C614,Brake Pad,3,Composite,['c3'],8,30.5,0.3,1015,24,Mechanical Faults,58,"['F1', 'F2', 'F4']",8364,0.3,4
C615,Fuse,9,,['c3'],1,24.6,0.5,1018,24,Mechanical Faults,58,['F3'],9605,0.8,3
C616,Seal,8,Silicon,"['c3', 'p1']",3,26.6,0.3,1013,24,Wear and Tear,55,"['F1', 'F2', 'F3']",11147,0.9,3
C617,Filter,3,Air Filter,"['p1', 'p3']",4,23.5,0.4,1019,24,Overloading,60,"['F1', 'F2', 'F3', 'F4']",9865,0.3,7
C618,Gear,7,Carbon Steel,"['c1', 'p1', 'c2']",8,23.8,0.2,1018,24,Overloading,65,"['F1', 'F3', 'F4']",10495,0.2,2
C619,Signaling,8,24 V,"['c1', 'c3']",3,27.4,0.2,1016,24,Mechanical Faults,65,"['F1', 'F2', 'F3', 'F4']",6831,0.5,8
C620,Sensors,8,Vibration,"['c3', 'c1']",4,38.2,0.2,1011,24,Electrical Faults,59,"['F1', 'F2', 'F3', 'F4']",9830,0.5,3
C621,Cylinder,10,500 mm,"['p3', 'p2']",5,36.1,0.1,1017,24,Wear and Tear,56,"['F1', 'F2', 'F3']",7300,0.2,7
C622,Lighting,5,LED 6000 luminious flux,"['c3', 'p1', 'c1']",8,39.2,0.3,1014,24,Mechanical Faults,61,"['F2', 'F4']",7368,0.5,1
C623,Alternator,4,400 KVA,"['p3', 'p2', 'c3']",4,31.3,0.4,1013,24,Electrical Faults,63,"['F1', 'F2', 'F4']",5572,0.7,10
C624,Chain,5,30.2 mm,"['p2', 'c3']",1,36.2,0.4,1020,24,Electrical Faults,64,"['F1', 'F2']",5677,0.6,9
C625,Capacitor,4,10000 µF,['p3'],3,24.9,0.2,1015,24,Lack of Lubrication,59,"['F1', 'F3', 'F4']",7693,0.2,3
C626,Signaling,9,48 V,['p2'],5,33.9,0.2,1020,24,Wear and Tear,66,['F2'],9653,0.8,7
C627,Pump,2,500 l/m,"['c1', 'c2', 'p1']",6,25.9,0.2,1020,24,Mechanical Faults,64,"['F1', 'F4']",5687,0.4,6
C628,Filter,2,Air Filter,"['p1', 'p3']",1,23.5,0.5,1012,24,Wear and Tear,60,"['F2', 'F3']",7268,0.3,4
C629,Coupling Rod,2,Carbon Steel,"['p3', 'p2']",3,38.4,0.1,1010,24,Wear and Tear,66,"['F1', 'F3']",6684,0.2,6
C630,Brake Pad,8,,"['c2', 'c1', 'p3']",8,29.3,0.5,1012,24,Corrosion,65,['F4'],9879,0.5,6
C631,Cylinder,10,500 mm,"['p2', 'p1', 'c2']",4,27.7,0.5,1015,24,Wear and Tear,55,"['F1', 'F2', 'F3', 'F4']",11492,0.1,1
C632,Charger,8,220 V AC,"['p3', 'p2', 'c1']",2,39,0.3,1020,24,Wear and Tear,65,['F2'],11842,0.1,4
C633,Pantograph,10,Copper,['p1'],8,33.5,0.3,1013,24,Wear and Tear,58,"['F2', 'F3']",9850,0.3,2
C634,Throttle,1,Manual,"['c3', 'c2', 'p3']",8,26,0.2,1013,24,Lack of Lubrication,60,"['F1', 'F2', 'F3', 'F4']",6221,0.7,4
C635,Cooling Fan,8,1500 RPM,"['c1', 'p3', 'c2']",4,36.7,0.2,1012,24,Fatigue,59,"['F2', 'F3', 'F4']",10655,0.6,1
C636,Track,7,Standard Gauge,"['c2', 'p2']",1,38.6,0.1,1018,24,Corrosion,57,"['F1', 'F2', 'F3']",11058,0.1,1
C637,Roller,6,120 mm diameter,"['c3', 'p1']",1,30.1,0.2,1014,24,Corrosion,61,['F4'],7165,0.4,7
C638,Roller,5,80 mm diameter,['p2'],2,34.3,0.2,1012,24,Corrosion,63,['F1'],9503,0.3,5
C639,Resistor,3,100 ohms,['c2'],8,39.8,0.3,1013,24,Electrical Faults,62,"['F1', 'F2', 'F3']",9678,0.3,8
C640,Pantograph,9,Copper,"['p3', 'p2', 'c1']",1,26.5,0.3,1015,24,Fatigue,56,['F4'],5325,0.1,1
C641,Engine,1,300 HP,"['p2', 'p1']",8,33.6,0.4,1016,24,Corrosion,59,['F2'],7770,0.9,3
C642,Lighting,3,LED 6000 luminious flux,"['c1', 'c3', 'p3']",8,27.3,0.5,1012,24,Corrosion,63,"['F1', 'F2', 'F3', 'F4']",7622,0.1,1
C643,Doors,3,Aluminium,"['p2', 'p3', 'c2']",8,28.9,0.3,1017,24,Lack of Lubrication,60,"['F1', 'F3', 'F4']",9369,0.7,9
C644,Bearings,2,Ball Bearings,"['c3', 'p3', 'c1']",6,33.5,0.1,1012,24,Overloading,56,['F3'],7155,0.2,9
C645,Filter,9,Air Filter,"['p1', 'c2']",8,33,0.4,1019,24,Wear and Tear,66,"['F2', 'F3']",5949,0.6,2
C646,Panel,7,IP63,"['p3', 'c2']",4,34.7,0.5,1018,24,Fatigue,56,"['F1', 'F2', 'F3', 'F4']",8820,0.8,5
C647,Brake Pad,6,,"['p3', 'c3']",8,31.2,0.2,1018,24,Overloading,55,['F2'],10972,0.6,4
C648,Axle,2,1.5m,"['c2', 'c3', 'p2']",3,28.4,0.3,1015,24,Electrical Faults,59,"['F1', 'F2', 'F3']",9302,0.6,9
C649,Wheels,10,Steel,"['c1', 'c3']",8,29,0.2,1012,24,Mechanical Faults,65,['F3'],9565,0.2,7
C650,Heat Exchanger,5,Cooling capacity 6000 BTU,"['c1', 'c3']",6,39.7,0.1,1010,24,Lack of Lubrication,64,"['F1', 'F2', 'F3', 'F4']",11985,0.4,8
C651,Shaft,3,Alloy Steel,"['c2', 'p3', 'p2']",2,28.2,0.2,1011,24,Wear and Tear,65,"['F1', 'F2', 'F3', 'F4']",7148,0.5,10
C652,Cooling Fan,9,1500 RPM,"['p2', 'c1']",2,25.4,0.3,1018,24,Fatigue,66,"['F1', 'F2', 'F3', 'F4']",9741,0.2,10
C653,Fuse,8,100 A,"['p2', 'p1']",1,35.6,0.1,1013,24,Overloading,60,"['F1', 'F2', 'F3', 'F4']",7519,0.3,1
C654,Switch,6,Toggle,['p2'],6,35.6,0.3,1017,24,Wear and Tear,62,"['F1', 'F2', 'F3', 'F4']",5923,0.4,4
C655,Roller,4,120 mm diameter,"['p2', 'p3', 'c3']",8,33.3,0.5,1014,24,Lack of Lubrication,66,"['F1', 'F2', 'F3', 'F4']",9985,0.4,8
C656,Controller,10,24 V,"['p1', 'p3', 'p2']",6,26.6,0.2,1011,24,Fatigue,57,"['F1', 'F2', 'F3', 'F4']",11888,0.4,6
C657,Transducer,10,Pressure,"['c3', 'c1']",5,36.8,0.1,1018,24,Mechanical Faults,57,['F2'],10961,0.5,9
C658,Controller,7,24 V,"['p1', 'p3']",6,27.6,0.5,1010,24,Mechanical Faults,61,"['F3', 'F4']",6802,0.8,6
C659,Wheelset,10,Steel,"['p1', 'c3', 'c2']",8,24.5,0.2,1015,24,Overloading,65,"['F1', 'F2', 'F3']",8481,0.5,4
C660,Gear,1,Alloy Steel,['p2'],4,33.4,0.3,1018,24,Overloading,57,"['F1', 'F2', 'F3', 'F4']",10411,0.9,1
C661,Roller,2,80 mm diameter,['p2'],7,25.1,0.4,1014,24,Mechanical Faults,64,"['F1', 'F2', 'F3', 'F4']",9469,0.8,9
C662,Brakes,9,Hydraulic Brakes,['p3'],1,33.2,0.5,1014,24,Lack of Lubrication,63,"['F1', 'F3', 'F4']",6703,0.6,8
C663,Resistor,8,10 ohms,"['c2', 'p2']",2,30.3,0.1,1016,24,Electrical Faults,65,"['F1', 'F4']",11045,0.1,3
C664,Air Compressor,9,500 l,"['p2', 'p3', 'c2']",5,33.4,0.4,1013,24,Corrosion,66,['F4'],5592,0.4,10
C665,Throttle,1,Manual,"['c3', 'c1']",4,26.4,0.1,1015,24,Wear and Tear,64,"['F1', 'F2', 'F3']",10788,0.9,4
C666,Brake Pad,8,Composite,"['p1', 'c1']",2,27.3,0.1,1011,24,Mechanical Faults,55,"['F1', 'F4']",9967,0.7,9
C667,Bogie,6,500 tons,['c2'],4,34.8,0.3,1015,24,Fatigue,59,"['F1', 'F3', 'F4']",11279,0.2,9
C668,Brakes,3,Hydraulic Brakes,"['p2', 'p1']",2,29.9,0.1,1012,24,Overloading,63,['F4'],11972,0.2,6
C669,Filter,2,,['c2'],5,32.8,0.2,1012,24,Wear and Tear,60,"['F1', 'F2', 'F3', 'F4']",9118,0.4,4
C670,Transducer,2,Pressure,"['c2', 'p3', 'p2']",5,29.5,0.3,1020,24,Overloading,58,['F3'],10807,0.8,1
C671,Component Type,10,,"['c3', 'p1', 'p3']",3,38,0.4,1012,24,Corrosion,65,"['F1', 'F2', 'F3']",8310,0.6,5
C672,Circuit Breaker,3,Magnetic,"['c1', 'c2', 'p3']",3,36.7,0.4,1013,24,Corrosion,60,"['F1', 'F2', 'F3', 'F4']",6539,0.6,10
C673,Gasket,6,Sterlant,"['p3', 'c3']",5,33.5,0.5,1019,24,Corrosion,66,"['F1', 'F2']",9560,0.3,1
C674,Wheels,4,Steel,"['p2', 'p1']",8,25.5,0.1,1020,24,Fatigue,65,"['F1', 'F2', 'F3', 'F4']",5330,0.7,5
C675,Engine,8,4 Stroke,"['c1', 'c2', 'p3']",3,39.1,0.4,1014,24,Corrosion,58,"['F2', 'F3', 'F4']",9551,0.9,5
C676,Bogie,10,300 tons,['c1'],5,38.9,0.4,1014,24,Electrical Faults,57,"['F2', 'F3', 'F4']",8074,0.8,4
C677,Filter,5,,"['c2', 'p2']",5,27.4,0.3,1020,24,Overloading,57,"['F2', 'F4']",11164,0.9,8
C678,Transformer,5,1000 KVA,"['c2', 'p3', 'p1']",8,38.3,0.1,1012,24,Corrosion,64,"['F1', 'F2', 'F3', 'F4']",11880,0.2,1
C679,Brakes,7,Disc Brakes,"['p1', 'p2', 'c1']",8,32.2,0.3,1016,24,Fatigue,57,['F2'],5812,0.7,7
C680,Transducer,10,Pressure,['c1'],5,31.8,0.4,1020,24,Electrical Faults,64,"['F1', 'F2', 'F3']",11783,0.1,1
C681,Component Type,4,,"['p2', 'c3', 'p1']",5,34,0.2,1011,24,Mechanical Faults,60,"['F1', 'F2', 'F3', 'F4']",6060,0.6,1
C682,Cooling Fan,10,1500 RPM,['c3'],3,35.4,0.1,1019,24,Electrical Faults,57,"['F1', 'F2', 'F3', 'F4']",6269,0.3,1
C683,Horn,2,120 db,"['c3', 'p1']",7,25.5,0.4,1015,24,Electrical Faults,58,['F2'],7174,0.6,6
C684,Horn,1,120 db,['p1'],4,38.7,0.3,1012,24,Wear and Tear,57,"['F1', 'F2', 'F4']",6887,0.3,3
C685,Gear,9,Stainless Steel,"['c3', 'c2', 'p1']",1,32.1,0.5,1014,24,Wear and Tear,56,"['F2', 'F3', 'F4']",6441,0.4,10
C686,Coupler,4,Manual,"['c1', 'c2']",3,36.1,0.1,1019,24,Electrical Faults,62,"['F1', 'F3', 'F4']",6649,0.6,1
C687,Sensors,2,Vibration,['p2'],3,37.4,0.5,1013,24,Lack of Lubrication,59,"['F1', 'F2', 'F3', 'F4']",5335,0.9,9
C688,Transformer,7,1000 KVA,"['c3', 'c1', 'c2']",1,30.9,0.3,1016,24,Electrical Faults,55,['F4'],11177,0.8,8
C689,Chain,10,20 mm,"['c1', 'p2', 'c3']",6,37.8,0.5,1015,24,Electrical Faults,64,"['F1', 'F2', 'F3', 'F4']",10843,0.2,6
C690,Component Type,7,,"['p1', 'c3', 'p3']",1,37,0.5,1012,24,Electrical Faults,63,['F3'],9545,0.8,10
C691,Component Type,6,,['p1'],5,39,0.5,1018,24,Lack of Lubrication,63,"['F1', 'F2', 'F3', 'F4']",9580,0.6,2
C692,Battery,6,,"['c2', 'p3', 'p2']",8,27.1,0.5,1020,24,Electrical Faults,63,"['F1', 'F2', 'F3']",5949,0.5,9
C693,Relay,5,Electromagnetic,"['c3', 'p2']",3,39.1,0.2,1010,24,Lack of Lubrication,58,"['F2', 'F4']",8961,0.2,3
C694,Throttle,1,,['p2'],7,26,0.1,1010,24,Wear and Tear,56,"['F1', 'F2']",8977,0.5,9
C695,Relay,1,Electrical,"['p2', 'p1', 'p3']",6,31.9,0.3,1014,24,Overloading,57,"['F1', 'F2', 'F3', 'F4']",7742,0.6,4
C696,Gear,9,Stainless Steel,['p1'],5,28,0.3,1016,24,Corrosion,56,['F1'],9855,0.3,9
C697,Belt,9,150 mm,"['p2', 'c2']",2,37.8,0.2,1014,24,Mechanical Faults,61,"['F2', 'F3', 'F4']",9444,0.5,8
C698,Panel,9,,['p1'],1,24.3,0.5,1015,24,Wear and Tear,57,"['F1', 'F2', 'F4']",11261,0.1,8
C699,Air Compressor,2,2000 l,"['p1', 'p3', 'c1']",4,29.1,0.4,1013,24,Mechanical Faults,64,"['F1', 'F2', 'F3', 'F4']",6650,0.1,3
C700,Capacitor,4,10000 µF,"['p3', 'p2', 'c3']",7,30.6,0.3,1019,24,Wear and Tear,66,['F3'],8539,0.1,7
C701,Relay,9,Electrical,"['p1', 'c3']",8,31.9,0.5,1020,24,Fatigue,62,['F3'],5312,0.2,3
C702,Component Type,4,,['p1'],2,31.3,0.2,1020,24,Corrosion,61,"['F1', 'F3', 'F4']",11524,0.2,4
C703,Charger,5,100 V AC,"['c1', 'p2']",2,27.7,0.2,1014,24,Fatigue,61,"['F1', 'F2', 'F3']",11337,0.6,7
C704,Air Compressor,1,500 l,['c3'],6,26.4,0.2,1020,24,Overloading,55,['F2'],8927,0.5,1
C705,Circuit Breaker,3,Thermal,"['p2', 'c2', 'c3']",8,29.1,0.3,1020,24,Lack of Lubrication,56,"['F1', 'F2', 'F3', 'F4']",7963,0.6,3
C706,Wheelset,2,Iron,['c1'],2,38.7,0.1,1018,24,Lack of Lubrication,65,"['F2', 'F3', 'F4']",7658,0.6,5
C707,Pump,8,500 l/m,"['p1', 'p2', 'c2']",8,25.3,0.4,1015,24,Mechanical Faults,65,"['F2', 'F4']",6542,0.6,10
C708,Filter,7,,"['c3', 'c2']",6,34.4,0.2,1019,24,Corrosion,59,"['F1', 'F2', 'F4']",9658,0.3,1
C709,Track,10,Standard Gauge,"['c3', 'p2', 'c1']",4,31,0.4,1013,24,Fatigue,65,"['F1', 'F2', 'F3', 'F4']",11159,0.2,3
C710,Insulator,9,Polystyrene,['c2'],6,26.7,0.4,1015,24,Overloading,66,"['F2', 'F4']",6306,0.5,2
C711,Component Type,5,,"['c3', 'p3']",5,28.3,0.4,1011,24,Lack of Lubrication,64,"['F1', 'F2', 'F3', 'F4']",7015,0.3,8
C712,Chain,6,30.2 mm,['p3'],7,23.8,0.2,1010,24,Corrosion,61,['F3'],9989,0.9,4
C713,Insulator,5,Porcelain,"['p1', 'p2']",8,38.1,0.4,1014,24,Corrosion,65,"['F1', 'F2', 'F3', 'F4']",6300,0.1,5
C714,Brake Pad,6,,['p2'],6,26,0.2,1014,24,Wear and Tear,62,['F3'],8721,0.4,8
C715,Converter,10,110 V,"['p3', 'c1', 'p1']",1,23.6,0.1,1020,24,Lack of Lubrication,63,"['F1', 'F2']",11617,0.2,9
C716,Belt,9,50 mm,"['c2', 'p1']",6,30,0.3,1012,24,Wear and Tear,66,['F3'],7412,0.1,7
C717,Throttle,3,,"['p3', 'c1', 'p1']",6,33,0.1,1011,24,Lack of Lubrication,63,['F4'],6019,0.7,5
C718,Horn,9,200 db,['c2'],1,24.5,0.2,1010,24,Overloading,66,"['F1', 'F2']",10029,0.4,3
C719,Chain,3,20 mm,"['c3', 'p2']",2,30.6,0.1,1019,24,Fatigue,57,['F3'],5323,0.3,1
C720,Switch,3,Toggle,['c3'],7,27.3,0.2,1019,24,Mechanical Faults,55,"['F3', 'F4']",11928,0.2,9
C721,Wheelset,3,,"['c3', 'p2']",3,32.3,0.5,1011,24,Fatigue,59,['F4'],8797,0.3,5
C722,Transducer,1,,"['c2', 'p2']",8,33.1,0.4,1019,24,Lack of Lubrication,64,['F3'],6512,0.2,8
C723,Converter,6,110 V,"['p2', 'c1', 'p1']",8,25.3,0.1,1016,24,Corrosion,56,['F4'],6060,0.9,9
C724,Bearings,1,Lubricated Bearings,['c2'],7,27.8,0.3,1020,24,Fatigue,61,"['F1', 'F2', 'F3', 'F4']",9330,0.8,6
C725,Insulator,4,Polystyrene,['c3'],2,31.7,0.1,1013,24,Lack of Lubrication,59,"['F1', 'F2']",8480,0.1,8
C726,Coupling Rod,6,Carbon Steel,"['c2', 'p2', 'c1']",8,32.1,0.4,1020,24,Wear and Tear,55,"['F2', 'F3', 'F4']",5776,0.8,9
C727,Circuit Breaker,3,Thermal,"['c2', 'c1']",4,33.6,0.2,1011,24,Overloading,66,['F4'],8694,0.9,2
C728,Bearings,10,Ball Bearings,"['p1', 'c2']",5,28.8,0.4,1011,24,Wear and Tear,59,"['F1', 'F4']",6899,0.7,4
C729,Cooling Fan,8,1000 RPM,"['p3', 'p1', 'p2']",1,35.8,0.2,1018,24,Overloading,61,"['F1', 'F2', 'F4']",9727,0.8,4
C730,Chain,4,30.2 mm,['c1'],1,25.1,0.3,1020,24,Fatigue,58,"['F1', 'F3', 'F4']",6727,0.2,6
C731,Lighting,6,LED 5000 luminious flux,['c1'],3,29.7,0.3,1016,24,Electrical Faults,57,"['F2', 'F4']",6557,0.5,6
C732,Doors,4,Iron,"['c2', 'c1', 'p1']",3,24.3,0.2,1017,24,Overloading,65,"['F2', 'F3']",7111,0.4,5
C733,Gasket,2,Asbestos,"['c3', 'p2', 'p1']",7,39,0.1,1014,24,Mechanical Faults,64,"['F1', 'F4']",6101,0.8,7
C734,Component Type,8,,"['p2', 'c2']",6,32.1,0.1,1014,24,Wear and Tear,65,['F4'],9171,0.4,9
C735,Heat Exchanger,4,Cooling capacity 5000 BTU,"['p2', 'p1', 'c3']",2,27.3,0.5,1013,24,Mechanical Faults,55,"['F1', 'F2', 'F3', 'F4']",10646,0.7,9
C736,Transducer,2,,['c1'],1,39.2,0.3,1012,24,Electrical Faults,60,"['F1', 'F2', 'F4']",7751,0.3,1
C737,Resistor,9,10 ohms,['p3'],1,39.3,0.5,1016,24,Wear and Tear,60,"['F2', 'F3', 'F4']",7823,0.5,9
C738,Gear,7,Carbon Steel,"['p1', 'c1']",7,30.4,0.4,1018,24,Mechanical Faults,55,"['F2', 'F3', 'F4']",9226,0.3,7
C739,Wheelset,2,Iron,"['c3', 'p1', 'c1']",8,36.8,0.1,1016,24,Corrosion,57,"['F1', 'F2', 'F3', 'F4']",10168,0.5,4
C740,Air Compressor,5,1000 l,"['c2', 'p1', 'p3']",2,39.5,0.5,1013,24,Electrical Faults,60,['F2'],7852,0.8,3
C741,Signaling,3,48 V,['p1'],4,27.4,0.4,1020,24,Overloading,55,"['F1', 'F3', 'F4']",6240,0.1,1
C742,Brakes,5,Disc Brakes,"['p3', 'p2']",1,30.5,0.5,1011,24,Electrical Faults,64,['F4'],8370,0.7,7
C743,Clutch,4,,['c1'],1,33.9,0.3,1014,24,Fatigue,62,"['F1', 'F2']",5348,0.5,8
C744,Horn,4,120 db,['c1'],3,32.1,0.5,1017,24,Fatigue,58,"['F2', 'F3', 'F4']",5894,0.7,9
C745,Axle,4,0.5 m,['c3'],3,37,0.3,1010,24,Corrosion,55,"['F1', 'F2', 'F3', 'F4']",7417,0.9,3
C746,Coupler,2,Automatic,"['p1', 'p3']",5,28.7,0.1,1017,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",7622,0.5,2
C747,Insulator,10,Polystyrene,"['p1', 'c3', 'p3']",2,28.1,0.2,1014,24,Electrical Faults,65,"['F2', 'F3', 'F4']",8763,0.9,7
C748,Heat Exchanger,9,Cooling capacity 10000 BTU,"['c2', 'p3', 'p1']",2,31.5,0.1,1016,24,Overloading,62,['F1'],8079,0.1,1
C749,Resistor,1,50 ohms,"['c2', 'p1', 'p3']",6,30.4,0.1,1016,24,Lack of Lubrication,63,"['F1', 'F2', 'F3', 'F4']",7017,0.2,10
C750,Coupling Rod,9,Alloy Steel,"['p3', 'c2', 'p2']",6,23.8,0.2,1014,24,Corrosion,57,['F3'],5193,0.9,3
C751,Throttle,7,Manual,"['c2', 'c1']",3,39.4,0.5,1018,24,Mechanical Faults,64,['F3'],9456,0.9,10
C752,Roller,5,100 mm diamter,['c2'],2,31.1,0.4,1015,24,Overloading,66,['F1'],6662,0.1,5
C753,Wheels,3,Steel,"['c1', 'p2']",5,28.4,0.1,1011,24,Wear and Tear,57,"['F1', 'F4']",10112,0.6,8
C754,Filter,4,Air Filter,"['p1', 'c2']",3,26.5,0.1,1011,24,Corrosion,62,['F2'],10256,0.9,3
C755,Wheels,5,Steel,['c1'],7,27.7,0.3,1016,24,Electrical Faults,57,"['F1', 'F2', 'F3']",6776,0.8,9
C756,Heat Exchanger,10,Cooling capacity 6000 BTU,['p1'],5,23.5,0.4,1017,24,Lack of Lubrication,65,['F3'],5671,0.1,3
C757,Charger,8,100 V AC,"['p1', 'c3', 'c1']",1,37.4,0.1,1010,24,Mechanical Faults,59,"['F1', 'F2', 'F3', 'F4']",7272,0.8,10
C758,Transformer,2,1000 KVA,"['p3', 'p2']",3,26.4,0.3,1017,24,Mechanical Faults,66,"['F2', 'F3', 'F4']",5448,0.7,10
